Horodateur,Question sur la nationalité // Question about nationality,Question sur le diplôme d'études secondaires suisse // Question about the high school diploma,"Conséquences - Si les taxes d’études devaient augmenter, devrais-tu travailler à côté des études ? // If tuition fees were to increase, would you need to work alongside your studies? ",Niveau d’augmentation - Serais-tu venu·e à l'EPFL si les taxes d'étude étaient 3 fois plus grandes ? // Would you have come to EPFL if tuition fees were 3 times bigger? ,Niveau d’augmentation - A partir de quel facteur d’augmentation est-ce qu’une augmentation des taxes d’études aurait un impact sur ton mode de vie ? // From what factor of increase would a rise in tuition fees impact your lifestyle? ,Opinion - Est-ce que tu es d'accord avec la proposition de triplement des taxes d'étude pour les étudiant·e·s étranger·ère·s ? // Do you agree with the proposal to triple the tuition fees for international students?,Remarques sur la proposition // Remarks on the proposition,Remarques diverses // Misc remarks
29/05/2024 11:30:57,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,2,2,1,,
29/05/2024 11:31:02,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,4,4,,
29/05/2024 11:31:17,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,3,1,"Je suis d’accord avec la position de l’AGEPoly, l’augmentation ne ferait que nous enlever des talents étrangers et notre diversité, qui est un facteur attirant de l’EPFL.",
29/05/2024 11:31:46,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,4,2,1,,
29/05/2024 11:31:53,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 11:33:06,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,2,1,"Tripler les taxes d'études pour les étudiants étrangers compromettrait l'égalité des chances en empêchant les étudiants moins aisés de suivre des études en Suisse, ce qui augmenterait davantage la pénurie de main-d'œuvre qualifiée dans le pays.",
29/05/2024 11:33:12,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 11:33:27,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,4,3,,
29/05/2024 11:34:11,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,5,2,"S'il y a des accords qui obligent (dans le temps, pas qu'au début) l'argent supplémentaire à être investi pour améliorer les conditions des élèves et que les augmentations ne touchent que les élèves ayant une famille à hauts revenus, je serait d'accord avec une telle mesure. ",
29/05/2024 11:34:16,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 11:34:31,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,4,4,,
29/05/2024 11:34:31,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 11:35:11,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,4,3,1,,
29/05/2024 11:35:39,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,1,Je pense que la proposition entraînerait une perte d’activités à l’EPFL et donc une chute dans sa réputation.,
29/05/2024 11:36:08,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,2,1,,
29/05/2024 11:36:46,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,3,2,1,,
29/05/2024 11:36:57,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,4,1,"I think it would very negatively impact EPFL's talent pool. EPFL can compete with top US universities due to having much lower tuition fees. Living cost in Switzerland is already very expensive, so increasing tuition will make EPFL (which is already going low on rankings) to be less attractive to foreign talent. EPFL reputation is based on keeping a constant stream of talent (bachelor and master students are a great talent pool for research and PhD). This would be very detrimental for EPFL research & innovation, and may push EPFL even lower in rankings, affecting even local swiss students. Increasing the number of scholarships wouldn't fix this, as when students consider universities, they look up the official tuition fees, and don't have time to consider every possible scholarship available. Only after having chosen a university, they start applying to scholarship. I.e., if EPFL living cost is similar to a top US school, why apply to EPFL with the hopes of getting a scholarship when they would still depend on a scholarship in the US? I have personally met excepcional people (who are now PhDs at EPFL) who told me they picked EPFL over top US school due to the lower tuition fees (and then stayed for the incredible research done here).",
29/05/2024 11:37:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 11:38:13,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,3,2,1,,
29/05/2024 11:38:24,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,5,2,1,,
29/05/2024 11:39:25,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,1,4,1,,
29/05/2024 11:39:39,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,2,5,2,,
29/05/2024 11:40:55,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,2,1,"La taxe rendrait l'école moins attractive, déjà que le nombre de places allouées aux étudiants a tété réduit. De plus, cela met un poids suplémentaire aux familles nombreuses qui devront choisir qui recevra une meilleure éducation que les autres dans la fratrie/sororie, ce qui n'est pas souhaitable.","La taxe rendrait l'école moins attractive, déjà que le nombre de places allouées aux étudiants a tété réduit. De plus, cela met un poids suplémentaire aux familles nombreuses qui devront choisir qui recevra une meilleure éducation que les autres dans la fratrie/sororie, ce qui n'est pas souhaitable."
29/05/2024 11:41:25,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,4,2,1,,
29/05/2024 11:41:45,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,2,3,1,,
29/05/2024 11:43:21,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,2,1,,
29/05/2024 11:44:19,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,3,1,"Je pense qu'il y a de bonnes raisons derrière l'augmentation des taxes des étudiants et qu'il semble plus logique de le faire sur les étudiants étrangers, cependant un triplement des taxes semble très exagéré. (un facteur d'augmentation 1.5 voir 2 max semblerait plus approprié). ",Merci de vous battre pour nos droits !
29/05/2024 11:44:32,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,2,1,,
29/05/2024 11:44:41,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,"L’argent est déjà un gros facteur de filtrage de qui a accès à l’EPFL ou non. Plusieurs de mes amis sont très bons et auraient aimé venir à l’EPFL mais ne le peuvent pas car leur famille n’a pas les moyens de les soutenir financièrement pour payer le coût de la vie en Suisse. Augmenter les taxes d’études reviendrait à rendre encore plus forte cette sélection sur le patrimoine économique des parents, qui est une des plus injuste. C’est totalement contraire à tout idéal méritocratique, et contraire aux intérêts de la Suisse d’attirer les meilleurs talents. Qui plus est, l’augmentation du budget que représenterait ce triplement des taxes d’études est anecdotique. Pour financer les écoles, faites plutôt payer leurs taxes aux multinationales qui profitent des diplômés formés par ces écoles (par exemple)",
29/05/2024 11:45:30,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,,
29/05/2024 11:45:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,3,1,,
29/05/2024 11:45:52,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,3,1,,
29/05/2024 11:46:19,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,4,3,4,"Je suis pas forcément d'accord avec ce triplement des frais de scolarité pour les étudiants étrangers. Mais je trouve important de limiter le nombre d'étudiants étrangers au bachelor. En effet, l'EPFL reçoit beaucoup de fonds de l'état et c'est pourquoi ces frais de scolarité peuvent être pas trop hauts. Une sélection stricte sur les notes ou autre aurait beaucoup plus de sens que une hausse des frais :)",
29/05/2024 11:46:51,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,2,1,,
29/05/2024 11:47:12,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,5,5,,
29/05/2024 11:47:44,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 11:48:13,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,4,4,1,,
29/05/2024 11:48:55,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 11:48:56,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,4,5,1,,
29/05/2024 11:49:35,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,2,1,,
29/05/2024 11:49:59,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 11:50:23,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,1,1,1,,"Le coût de la vie en Suisse est déjà très élevé pour un étudiant suisse et l'est donc encore plus pour une grande majorité des étudiants étrangers. Augmenter les taxes d'études découragerait beaucoup de personnes à venir étudier à l'EPFL. Or l'école dit promouvoir l'égalité des chances et l'excellence, pas la somme sur le compte en banque. Surtout que les études à l'EPFL sont extrêmement prenante et exigente donc les étudiants n'ont souvent pas du tout le temps pour travailler en parralèle de leurs études"
29/05/2024 11:51:06,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,2,2,1,,
29/05/2024 11:51:11,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,2,,Je ne suis pas sûr que manifester juste avant les examens est le meilleur moment pour avoir le plus de personnes possible. 
29/05/2024 11:51:40,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,1,2,1,,
29/05/2024 11:52:05,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,3,1,,
29/05/2024 11:53:16,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 11:53:38,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,2,1,,
29/05/2024 11:53:55,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,3,2,1,,
29/05/2024 11:54:26,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 11:54:38,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,4,3,,
29/05/2024 11:56:17,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,2,1,,
29/05/2024 11:56:28,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 11:56:44,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,,,5,,
29/05/2024 11:57:48,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,4,3,4,,
29/05/2024 11:57:51,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,,
29/05/2024 11:58:50,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,2,1,,
29/05/2024 11:58:53,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,"Le cous de vie élevée de la suisse dissuade déjà plusieurs de venir à l'EPFL, alors tripler la taxe d'étude éliminera toute possibilité pour plusieurs nationalités de venir. D'autant plus qu'il n'existe pas de bourses pour le bachelor et que le taux de réussite en BA1 est faible",
29/05/2024 11:59:16,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 11:59:26,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,1,1,,
29/05/2024 11:59:55,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,4,1,,
29/05/2024 12:00:20,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,4,3,1,,
29/05/2024 12:01:01,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,5,1,5,"Je suis pour que la taxe augmente, dans tous les pays les étrangers doivent payer plus que les locaux, donc étant donné que la taxe est relativement basse à l’epfl, ce n’est pas très dérangeant.",
29/05/2024 12:01:03,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,4,1,"If to increase, also pose on European students (a major portion from France), not only to Non-EU students heavily affected","Tuition fees is the least part of income for the Research Institution, only to put more load on students"
29/05/2024 12:01:21,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,4,4,3,,
29/05/2024 12:02:43,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 12:02:58,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,1,1,1,,
29/05/2024 12:03:04,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 12:04:03,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,1,2,1,,
29/05/2024 12:04:07,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,2,3,1,,
29/05/2024 12:04:48,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,3,4,4,,
29/05/2024 12:05:29,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 12:05:50,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,5,1,,
29/05/2024 12:05:54,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 12:06:26,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,2,2,1,,
29/05/2024 12:06:56,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,3,4,1,"Je comprend la restriction des places aux élèves étrangés, pour garder le niveau d'éducation pour tous.tes et en particulier les personnes suisses, mais une augmentation des taxes ne fera que promouvoir les élèves étrangers en fonction de leur argent et non pas leur compétences, ce qui est juste injuste.",
29/05/2024 12:07:48,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,2,1,"If this augmentation occurs, some students will be forced to abandon their studies at EPFL. Forcing this change mid-studies is unethical. Not to mention the consequences for the school which will then be attended only by students with rich parents, reducing diversity and ultimately preventing motivated and talented individuals from attending. ",
29/05/2024 12:08:19,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,5,2,5,"Le problème posé par le renchérissement de la taxe d'étude est compréhensif. Toutefois, en comparaison des standards internationaux, l'EPFL reste attractive même avec une taxe trois fois plus élevée. Une taxe plus importante pour les étrangers serait plus équitable étant donné que les contribuables suisses paient leurs études la majeur partie de leurs études et qu'ils représentent quand même 50% des étudiants de l'EPFL.",
29/05/2024 12:08:21,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,,,,5,,
29/05/2024 12:08:34,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,3,2,1,,
29/05/2024 12:09:01,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 12:09:32,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,1,1,,
29/05/2024 12:10:27,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,2,3,1,,
29/05/2024 12:11:04,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,5,5,5,,
29/05/2024 12:13:32,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Je le fais déjà,3,2,4,,
29/05/2024 12:14:41,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,5,4,1,"Pas sûre que ça ait bcp d'impact, les étrangers à l'EPFL ont généralement des moyens financiers corrects et ça ne changerait pas leur décision. Et par contre ça mettrait dans la merde ceux qui sont un peu short, donc discriminant pour les personnes avec moins de moyens financiers. ",
29/05/2024 12:16:03,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,3,2,"Bien que les frais de scolarité peuvent être considérées comme ""pas cher"", il ne faut pas oublier que la Suisse est un pays très cher. 
L’augmentation des frais de scolarité représenterait donc une augmentation d’un investissement déjà très important. 
Je pense qu’on peut affirmer que en moyenne, envoyer son enfant étudier a l’EPFL depuis l’étranger est un investissement à hauteur de 20 000.- il n’est donc pas cohérent à mes yeux de faire payer plus aux personnes qui finalement payent le plus sachant qu’ils ont généralement un pouvoir d’achat inférieur aux Suisses.",
29/05/2024 12:17:24,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,1,,1,,
29/05/2024 12:17:34,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Non,5,5,5,,"The tuition fees are particularly low at EPFL and I find this problematic. As one of the best universities in the world, this obviously generates significant costs. I myself have noticed that the learning conditions at EPFL are not ideal (lack of infrastructure) and the assistantships are clearly inferior compared with other universities where some of my friends go (MIT, Oxfort, Imperial College, ...). I agree that low tuition fees are positive, as long as learning is not impaired. What's more, foreign students benefit directly from the taxes paid by the Swiss, as a large proportion of the fees are paid by the Swiss Confederation, which is not fair on the Swiss. To sum up, even if the fees were to be multiplied by 10, I believe that this would be justified."
29/05/2024 12:17:43,,,,,,,,
29/05/2024 12:17:57,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 12:18:18,J'ai la nationalité suisse // I have the Swiss nationality,J'ai un diplôme suisse // I have a Swiss diploma,Non,4,3,4,,
29/05/2024 12:19:28,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Oui,3,2,1,,
29/05/2024 12:22:05,Je n'ai ni de nationalité suisse ni de nationalité européenne // I have neither the Swiss nor a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Je le fais déjà,1,5,1,,
29/05/2024 12:24:38,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,J'ai un diplôme suisse // I have a Swiss diploma,Oui,3,4,1,"Ça ne fait pas de sens, discrimination totale. Racisme, suprémacisme suisse?",Don t let it happen
29/05/2024 12:24:44,Je n'ai pas la nationalité suisse mais j'ai une nationalité européenne // I don't have the Swiss nationality but I have a European nationality,Je n'ai ni diplôme suisse ni diplôme européen // I have neither a Swiss diploma nor a European one,Oui,2,2,1,,
29/05/2024 12:24:57,J'ai la nationalité suisse // I have the Swiss nationality,Je n'ai pas de diplôme suisse mais j'ai un diplôme européen // I don't have a Swiss diploma but I have a European diploma,Je le fais déjà,2,2,1,,
